id,nombre,fecha_ingreso,edad,sexo,fecha_retiro,cargo
8906,Trabajador_8906,2020-08-01,47,F,2024-04-21,Consultor
8907,Trabajador_8907,2023-09-11,64,F,2025-12-03,Coordinador
8908,Trabajador_8908,2025-04-08,29,M,,Auxiliar
8909,Trabajador_8909,2023-07-05,44,M,2024-10-03,Consultor
8910,Trabajador_8910,2023-06-15,43,M,2024-09-27,Consultor
8911,Trabajador_8911,2025-11-14,56,F,,Analista
8912,Trabajador_8912,2024-05-08,64,F,,Auxiliar
8913,Trabajador_8913,2021-05-27,59,F,2024-02-14,Analista
8914,Trabajador_8914,2022-11-08,28,M,,Ingeniero
8915,Trabajador_8915,2023-11-12,39,F,,Analista
8916,Trabajador_8916,2023-01-21,62,F,2024-02-23,Ingeniero
8917,Trabajador_8917,2023-05-06,62,M,2023-06-28,Ingeniero
8918,Trabajador_8918,2024-03-28,46,M,2024-11-28,Gerente
8919,Trabajador_8919,2021-05-10,23,M,2022-12-26,Auxiliar
8920,Trabajador_8920,2023-09-10,32,M,2025-11-25,Gerente
8921,Trabajador_8921,2025-11-22,42,M,,Analista
8922,Trabajador_8922,2022-03-03,43,F,2022-12-06,Coordinador
8923,Trabajador_8923,2023-12-03,21,M,2025-01-16,Analista
8924,Trabajador_8924,2025-03-18,26,M,2025-08-09,Analista
8925,Trabajador_8925,2024-08-10,21,F,2025-04-06,Auxiliar
8926,Trabajador_8926,2025-10-09,18,F,,Auxiliar
8927,Trabajador_8927,2024-10-27,27,M,,Auxiliar
8928,Trabajador_8928,2021-04-22,40,F,2023-06-08,Consultor
8929,Trabajador_8929,2023-06-10,56,M,,Auxiliar
8930,Trabajador_8930,2022-06-16,62,F,,Auxiliar
8931,Trabajador_8931,2025-05-05,49,M,,Ingeniero
8932,Trabajador_8932,2025-04-15,44,F,,Analista
8933,Trabajador_8933,2023-08-15,46,M,,Consultor
8934,Trabajador_8934,2023-08-20,42,M,2024-11-11,Ingeniero
8935,Trabajador_8935,2021-06-20,31,F,,Analista
8936,Trabajador_8936,2023-05-06,63,F,,Consultor
8937,Trabajador_8937,2023-03-08,20,F,2023-11-30,Director
8938,Trabajador_8938,2025-07-04,56,F,,Director
8939,Trabajador_8939,2022-09-15,55,M,2024-09-22,Ingeniero
8940,Trabajador_8940,2025-07-07,35,M,2025-09-19,Gerente
8941,Trabajador_8941,2023-08-22,42,F,,Consultor
8942,Trabajador_8942,2025-05-22,48,M,,Consultor
8943,Trabajador_8943,2021-07-25,60,M,2023-10-11,Coordinador
8944,Trabajador_8944,2025-02-22,30,M,,Auxiliar
8945,Trabajador_8945,2024-09-03,48,M,,Analista
8946,Trabajador_8946,2020-06-08,56,M,2023-09-21,Analista
8947,Trabajador_8947,2024-06-10,56,M,,Coordinador
8948,Trabajador_8948,2025-03-07,37,M,,Auxiliar
8949,Trabajador_8949,2024-01-05,35,F,,Auxiliar
8950,Trabajador_8950,2025-11-22,34,M,,Analista
8951,Trabajador_8951,2024-06-04,37,M,,Analista
8952,Trabajador_8952,2023-10-14,29,F,,Gerente
8953,Trabajador_8953,2020-09-24,31,M,2021-10-28,Coordinador
8954,Trabajador_8954,2024-01-02,50,M,,Auxiliar
8955,Trabajador_8955,2023-10-12,29,F,,Consultor
8956,Trabajador_8956,2024-06-19,38,M,,Coordinador
8957,Trabajador_8957,2023-11-21,43,M,2025-07-19,Coordinador
8958,Trabajador_8958,2023-03-10,59,M,2023-05-29,Consultor
8959,Trabajador_8959,2023-04-15,29,F,2024-11-13,Auxiliar
8960,Trabajador_8960,2023-09-05,29,F,2024-12-11,Analista
8961,Trabajador_8961,2024-10-05,21,M,,Coordinador
8962,Trabajador_8962,2024-01-02,48,F,2024-08-25,Gerente
8963,Trabajador_8963,2022-06-15,26,F,2024-05-05,Auxiliar
8964,Trabajador_8964,2024-11-04,40,F,,Consultor
8965,Trabajador_8965,2024-09-03,65,M,,Ingeniero
8966,Trabajador_8966,2023-03-23,18,M,,Ingeniero
8967,Trabajador_8967,2025-05-22,31,F,,Ingeniero
8968,Trabajador_8968,2023-03-04,42,M,2024-11-14,Consultor
8969,Trabajador_8969,2020-10-19,25,F,,Coordinador
8970,Trabajador_8970,2025-07-20,36,F,,Gerente
8971,Trabajador_8971,2022-07-25,39,F,2024-10-18,Director
8972,Trabajador_8972,2023-12-07,23,F,,Analista
8973,Trabajador_8973,2025-08-18,37,F,,Director
8974,Trabajador_8974,2022-06-22,26,F,2025-04-21,Coordinador
8975,Trabajador_8975,2024-10-21,49,M,,Director
8976,Trabajador_8976,2024-03-10,59,M,,Coordinador
8977,Trabajador_8977,2024-04-10,61,M,,Auxiliar
8978,Trabajador_8978,2023-06-20,50,M,,Auxiliar
8979,Trabajador_8979,2022-10-08,55,F,2023-07-11,Consultor
8980,Trabajador_8980,2024-05-10,19,F,,Ingeniero
8981,Trabajador_8981,2021-06-24,26,M,2021-11-27,Consultor
8982,Trabajador_8982,2022-11-26,19,F,,Gerente
8983,Trabajador_8983,2024-08-21,65,F,,Auxiliar
8984,Trabajador_8984,2021-03-15,34,F,2025-04-09,Analista
8985,Trabajador_8985,2023-06-12,55,F,2023-11-27,Analista
8986,Trabajador_8986,2025-05-26,44,F,,Coordinador
8987,Trabajador_8987,2023-12-10,34,M,,Ingeniero
8988,Trabajador_8988,2022-05-05,34,M,2024-08-12,Analista
8989,Trabajador_8989,2024-06-16,62,F,,Analista
8990,Trabajador_8990,2025-05-02,31,F,,Analista
8991,Trabajador_8991,2024-01-20,18,F,2025-09-27,Gerente
8992,Trabajador_8992,2025-12-08,42,M,,Analista
8993,Trabajador_8993,2024-05-16,19,M,2025-01-25,Gerente
8994,Trabajador_8994,2024-01-03,53,F,,Director
8995,Trabajador_8995,2023-09-02,51,F,,Director
8996,Trabajador_8996,2024-09-12,19,M,,Consultor
8997,Trabajador_8997,2023-03-03,46,F,,Auxiliar
8998,Trabajador_8998,2024-11-21,29,F,,Analista
8999,Trabajador_8999,2025-09-07,26,F,,Ingeniero
9000,Trabajador_9000,2023-10-28,30,F,2025-05-25,Analista
9001,Trabajador_9001,2024-01-12,55,F,2025-11-22,Ingeniero
9002,Trabajador_9002,2021-02-09,40,F,2021-10-29,Consultor
9003,Trabajador_9003,2021-02-27,46,F,2024-07-26,Auxiliar
9004,Trabajador_9004,2024-09-09,44,M,2025-07-10,Gerente
9005,Trabajador_9005,2025-05-20,25,M,,Director
9006,Trabajador_9006,2025-07-08,58,F,,Gerente
9007,Trabajador_9007,2025-07-06,46,F,,Gerente
9008,Trabajador_9008,2024-11-18,41,F,,Auxiliar
9009,Trabajador_9009,2024-04-10,27,F,,Gerente
9010,Trabajador_9010,2025-01-16,60,M,,Coordinador
9011,Trabajador_9011,2021-06-17,61,F,2023-05-17,Auxiliar
9012,Trabajador_9012,2025-11-26,18,M,2025-12-28,Consultor
9013,Trabajador_9013,2021-10-04,50,M,2023-01-05,Gerente
9014,Trabajador_9014,2025-07-13,58,M,,Ingeniero
9015,Trabajador_9015,2022-12-22,62,F,,Analista
9016,Trabajador_9016,2025-12-19,29,M,,Ingeniero
9017,Trabajador_9017,2021-10-13,20,F,,Consultor
9018,Trabajador_9018,2025-06-15,29,M,,Analista
9019,Trabajador_9019,2025-11-14,64,F,,Director
9020,Trabajador_9020,2020-07-17,63,M,2024-08-07,Director
9021,Trabajador_9021,2021-11-20,41,F,2025-06-27,Auxiliar
9022,Trabajador_9022,2025-08-26,57,F,,Consultor
9023,Trabajador_9023,2024-07-06,54,F,,Analista
9024,Trabajador_9024,2022-01-19,22,F,2023-06-13,Gerente
9025,Trabajador_9025,2021-05-02,25,F,2025-03-22,Consultor
9026,Trabajador_9026,2022-02-07,22,M,2025-03-09,Analista
9027,Trabajador_9027,2022-10-03,31,M,2025-10-31,Coordinador
9028,Trabajador_9028,2023-04-26,24,M,2024-11-07,Gerente
9029,Trabajador_9029,2024-09-09,57,M,,Consultor
9030,Trabajador_9030,2024-02-11,51,M,,Coordinador
9031,Trabajador_9031,2023-04-02,43,F,2024-11-01,Auxiliar
9032,Trabajador_9032,2023-04-26,21,F,2024-02-05,Analista
9033,Trabajador_9033,2022-09-16,64,F,,Analista
9034,Trabajador_9034,2022-02-05,27,F,2025-05-10,Analista
9035,Trabajador_9035,2021-11-14,58,F,2022-04-06,Ingeniero
9036,Trabajador_9036,2023-07-11,31,F,2024-09-10,Coordinador
9037,Trabajador_9037,2022-01-20,35,M,2025-12-16,Analista
9038,Trabajador_9038,2022-05-17,56,M,2022-10-12,Coordinador
9039,Trabajador_9039,2025-10-12,38,F,,Ingeniero
9040,Trabajador_9040,2025-09-18,58,F,,Auxiliar
9041,Trabajador_9041,2023-04-01,60,F,2025-10-22,Coordinador
9042,Trabajador_9042,2023-10-17,44,F,,Analista
9043,Trabajador_9043,2023-12-06,31,F,,Analista
9044,Trabajador_9044,2023-10-03,22,M,,Gerente
9045,Trabajador_9045,2025-03-27,34,F,2025-11-05,Coordinador
9046,Trabajador_9046,2022-09-11,52,M,2023-11-30,Gerente
9047,Trabajador_9047,2023-06-03,29,F,,Coordinador
9048,Trabajador_9048,2024-01-21,23,M,2024-09-23,Director
9049,Trabajador_9049,2021-08-12,46,F,2022-06-23,Ingeniero
9050,Trabajador_9050,2025-02-05,20,F,,Coordinador
9051,Trabajador_9051,2023-07-16,48,F,,Director
9052,Trabajador_9052,2023-07-11,56,F,2025-03-05,Coordinador
9053,Trabajador_9053,2024-05-17,48,M,2024-11-06,Analista
9054,Trabajador_9054,2023-09-16,32,F,,Analista
9055,Trabajador_9055,2023-05-11,26,F,2023-10-28,Ingeniero
9056,Trabajador_9056,2022-04-01,41,M,2023-11-17,Analista
9057,Trabajador_9057,2023-04-04,63,M,2023-12-09,Auxiliar
9058,Trabajador_9058,2024-10-09,37,F,2025-10-30,Auxiliar
9059,Trabajador_9059,2021-03-06,39,M,2023-07-28,Gerente
9060,Trabajador_9060,2023-08-23,23,M,2024-08-23,Gerente
9061,Trabajador_9061,2024-02-27,62,F,,Ingeniero
9062,Trabajador_9062,2025-10-28,47,F,,Gerente
9063,Trabajador_9063,2022-08-12,65,F,,Auxiliar
9064,Trabajador_9064,2025-11-27,32,F,,Consultor
9065,Trabajador_9065,2024-09-21,36,F,,Analista
9066,Trabajador_9066,2025-05-09,51,F,,Gerente
9067,Trabajador_9067,2022-09-19,30,M,2025-08-15,Consultor
9068,Trabajador_9068,2025-01-23,51,M,,Consultor
9069,Trabajador_9069,2022-03-20,48,F,2025-03-15,Director
9070,Trabajador_9070,2022-03-13,46,M,,Auxiliar
9071,Trabajador_9071,2022-05-18,37,F,2025-06-13,Coordinador
9072,Trabajador_9072,2024-01-19,57,F,,Auxiliar
9073,Trabajador_9073,2024-06-11,44,F,,Director
9074,Trabajador_9074,2020-04-23,21,F,2021-05-29,Ingeniero
9075,Trabajador_9075,2021-03-16,62,M,2024-08-22,Gerente
9076,Trabajador_9076,2024-06-07,56,M,2025-05-17,Coordinador
9077,Trabajador_9077,2022-09-05,36,M,2023-04-07,Director
9078,Trabajador_9078,2022-04-27,47,F,2022-12-28,Consultor
9079,Trabajador_9079,2021-08-02,48,F,,Gerente
9080,Trabajador_9080,2023-11-04,26,M,2024-08-29,Auxiliar
9081,Trabajador_9081,2024-02-05,63,M,,Consultor
9082,Trabajador_9082,2024-12-18,42,F,,Director
9083,Trabajador_9083,2022-08-10,43,M,2024-12-27,Director
9084,Trabajador_9084,2022-03-25,37,F,2024-09-20,Consultor
9085,Trabajador_9085,2024-06-25,62,M,,Director
9086,Trabajador_9086,2024-11-12,47,F,,Coordinador
9087,Trabajador_9087,2022-11-16,27,F,,Coordinador
9088,Trabajador_9088,2023-02-13,34,F,2024-10-25,Gerente
9089,Trabajador_9089,2025-06-15,37,F,,Auxiliar
9090,Trabajador_9090,2024-04-01,41,F,2024-06-17,Gerente
9091,Trabajador_9091,2024-03-12,33,F,,Ingeniero
9092,Trabajador_9092,2025-05-19,21,M,,Gerente
9093,Trabajador_9093,2025-09-27,54,M,2025-11-16,Gerente
9094,Trabajador_9094,2025-09-08,29,F,,Auxiliar
9095,Trabajador_9095,2022-01-23,49,F,,Analista
9096,Trabajador_9096,2025-10-14,34,M,,Ingeniero
9097,Trabajador_9097,2023-08-24,54,M,,Coordinador
9098,Trabajador_9098,2025-07-08,47,F,,Coordinador
9099,Trabajador_9099,2021-09-08,21,M,2024-05-17,Coordinador
9100,Trabajador_9100,2025-10-26,40,F,,Consultor
9101,Trabajador_9101,2024-10-01,41,M,,Ingeniero
9102,Trabajador_9102,2022-10-10,48,M,2024-02-23,Coordinador
9103,Trabajador_9103,2024-08-15,49,M,,Ingeniero
9104,Trabajador_9104,2024-09-05,26,M,,Analista
9105,Trabajador_9105,2025-05-15,54,M,,Analista
9106,Trabajador_9106,2023-12-04,19,M,2025-04-27,Ingeniero
9107,Trabajador_9107,2022-06-28,43,M,2025-11-30,Coordinador
9108,Trabajador_9108,2024-09-02,37,M,,Ingeniero
9109,Trabajador_9109,2022-11-24,41,M,2023-06-15,Auxiliar
9110,Trabajador_9110,2024-02-28,57,F,2024-12-02,Director
9111,Trabajador_9111,2024-07-08,54,F,,Consultor
9112,Trabajador_9112,2022-11-25,50,F,,Ingeniero
9113,Trabajador_9113,2025-05-01,51,M,,Analista
9114,Trabajador_9114,2023-06-04,31,F,2025-02-20,Auxiliar
9115,Trabajador_9115,2022-05-05,37,F,2022-11-21,Analista
9116,Trabajador_9116,2024-01-24,62,M,,Coordinador
9117,Trabajador_9117,2023-02-11,42,M,,Analista
9118,Trabajador_9118,2025-05-17,35,F,2025-07-09,Consultor
9119,Trabajador_9119,2022-07-19,34,M,2025-12-31,Auxiliar
9120,Trabajador_9120,2024-03-22,42,F,,Auxiliar
9121,Trabajador_9121,2023-11-02,39,M,,Analista
9122,Trabajador_9122,2025-08-13,55,M,,Auxiliar
9123,Trabajador_9123,2020-01-03,18,M,2023-11-14,Gerente
9124,Trabajador_9124,2025-06-08,44,F,,Coordinador
9125,Trabajador_9125,2023-02-25,20,M,2023-07-16,Coordinador
9126,Trabajador_9126,2025-01-05,55,F,,Gerente
9127,Trabajador_9127,2025-11-03,53,M,,Coordinador
9128,Trabajador_9128,2023-06-18,19,M,2023-07-30,Director
9129,Trabajador_9129,2025-08-20,41,M,,Consultor
9130,Trabajador_9130,2025-01-24,44,M,,Coordinador
9131,Trabajador_9131,2024-12-12,39,M,,Auxiliar
9132,Trabajador_9132,2023-07-25,61,F,2024-05-06,Director
9133,Trabajador_9133,2025-10-26,28,F,,Consultor
9134,Trabajador_9134,2025-12-17,33,M,,Analista
9135,Trabajador_9135,2025-06-08,35,M,,Coordinador
9136,Trabajador_9136,2020-12-14,56,F,2024-11-12,Director
9137,Trabajador_9137,2022-09-22,55,M,2024-04-27,Gerente
9138,Trabajador_9138,2024-07-09,34,F,,Auxiliar
9139,Trabajador_9139,2024-12-14,35,M,2025-02-23,Gerente
9140,Trabajador_9140,2022-09-25,25,M,,Ingeniero
9141,Trabajador_9141,2025-01-02,32,M,,Ingeniero
9142,Trabajador_9142,2020-02-12,41,F,2020-05-21,Analista
9143,Trabajador_9143,2022-10-08,59,M,,Director
9144,Trabajador_9144,2022-11-25,19,F,2023-09-23,Consultor
9145,Trabajador_9145,2024-11-23,47,F,,Consultor
9146,Trabajador_9146,2024-11-16,35,M,,Analista
9147,Trabajador_9147,2025-03-22,35,F,2025-12-02,Consultor
9148,Trabajador_9148,2022-04-19,36,F,2022-09-16,Coordinador
9149,Trabajador_9149,2023-01-27,33,M,2024-09-16,Auxiliar
9150,Trabajador_9150,2023-09-14,56,F,2024-03-01,Auxiliar
9151,Trabajador_9151,2025-10-16,55,M,,Ingeniero
9152,Trabajador_9152,2023-12-25,29,F,2025-10-04,Analista
9153,Trabajador_9153,2020-03-20,40,F,2021-04-24,Consultor
9154,Trabajador_9154,2020-07-19,60,F,2021-01-19,Consultor
9155,Trabajador_9155,2022-04-27,55,F,,Director
9156,Trabajador_9156,2024-05-01,33,M,,Ingeniero
9157,Trabajador_9157,2023-05-21,61,M,,Ingeniero
9158,Trabajador_9158,2025-01-01,55,M,,Coordinador
9159,Trabajador_9159,2024-12-21,18,M,2025-05-15,Analista
9160,Trabajador_9160,2023-03-20,41,F,2025-05-08,Auxiliar
9161,Trabajador_9161,2021-05-09,37,M,2023-01-26,Gerente
9162,Trabajador_9162,2024-09-25,56,M,,Consultor
9163,Trabajador_9163,2022-01-11,48,M,,Ingeniero
9164,Trabajador_9164,2025-07-14,20,M,,Ingeniero
9165,Trabajador_9165,2022-03-02,51,M,2022-11-15,Gerente
9166,Trabajador_9166,2025-11-14,42,M,,Analista
9167,Trabajador_9167,2025-11-11,59,F,,Director
9168,Trabajador_9168,2021-11-18,58,F,2022-01-10,Consultor
9169,Trabajador_9169,2024-03-02,63,F,,Gerente
9170,Trabajador_9170,2023-07-25,34,M,,Analista
9171,Trabajador_9171,2024-02-18,26,F,2024-09-27,Ingeniero
9172,Trabajador_9172,2025-04-07,51,F,,Ingeniero
9173,Trabajador_9173,2021-09-12,22,M,2024-02-22,Gerente
9174,Trabajador_9174,2021-03-17,21,F,2021-12-26,Coordinador
9175,Trabajador_9175,2025-07-02,36,F,,Analista
9176,Trabajador_9176,2022-10-25,33,F,2025-04-06,Coordinador
9177,Trabajador_9177,2023-02-24,42,F,2025-08-12,Gerente
9178,Trabajador_9178,2023-04-02,47,M,2024-12-01,Analista
9179,Trabajador_9179,2024-09-23,46,F,,Coordinador
9180,Trabajador_9180,2024-03-13,22,F,,Gerente
9181,Trabajador_9181,2022-05-14,62,M,2022-07-20,Ingeniero
9182,Trabajador_9182,2024-01-13,49,F,,Auxiliar
9183,Trabajador_9183,2022-11-24,43,F,,Ingeniero
9184,Trabajador_9184,2021-08-28,26,M,2024-11-03,Analista
9185,Trabajador_9185,2025-12-10,23,M,,Analista
9186,Trabajador_9186,2025-06-01,39,M,,Analista
9187,Trabajador_9187,2025-06-21,53,M,,Analista
9188,Trabajador_9188,2024-05-23,54,F,,Director
9189,Trabajador_9189,2020-08-05,45,F,2023-03-10,Ingeniero
9190,Trabajador_9190,2020-01-25,62,F,2022-04-26,Auxiliar
9191,Trabajador_9191,2025-04-14,65,F,,Auxiliar
9192,Trabajador_9192,2025-08-25,39,F,,Director
9193,Trabajador_9193,2022-09-28,25,M,2023-03-17,Gerente
9194,Trabajador_9194,2024-11-03,56,M,2025-05-13,Ingeniero
9195,Trabajador_9195,2023-04-17,27,F,,Ingeniero
9196,Trabajador_9196,2023-01-28,64,M,2025-04-07,Director
9197,Trabajador_9197,2023-09-08,24,F,2025-09-29,Ingeniero
9198,Trabajador_9198,2021-11-01,64,F,2024-10-16,Coordinador
9199,Trabajador_9199,2024-02-15,51,F,,Gerente
9200,Trabajador_9200,2020-05-04,35,M,2022-09-15,Ingeniero
9201,Trabajador_9201,2021-04-11,41,F,2022-11-29,Gerente
9202,Trabajador_9202,2025-04-20,21,F,,Consultor
9203,Trabajador_9203,2021-08-06,21,F,,Consultor
9204,Trabajador_9204,2025-04-27,42,M,,Ingeniero
9205,Trabajador_9205,2022-07-15,19,M,2023-03-12,Director
9206,Trabajador_9206,2023-01-06,49,F,2024-02-29,Consultor
9207,Trabajador_9207,2025-06-28,41,F,,Consultor
9208,Trabajador_9208,2021-02-08,44,F,2021-05-31,Ingeniero
9209,Trabajador_9209,2023-12-14,22,F,2025-06-16,Coordinador
9210,Trabajador_9210,2023-10-15,54,F,,Ingeniero
9211,Trabajador_9211,2021-09-02,47,F,2023-02-22,Director
9212,Trabajador_9212,2025-12-07,61,M,,Ingeniero
9213,Trabajador_9213,2022-04-10,40,M,2025-07-23,Analista
9214,Trabajador_9214,2025-12-02,56,F,,Auxiliar
9215,Trabajador_9215,2021-01-04,58,M,2021-12-26,Coordinador
9216,Trabajador_9216,2021-03-25,65,M,2021-09-09,Director
9217,Trabajador_9217,2024-09-06,46,F,,Analista
9218,Trabajador_9218,2020-12-21,49,F,,Consultor
9219,Trabajador_9219,2025-01-26,65,F,,Gerente
9220,Trabajador_9220,2025-06-15,25,M,,Director
9221,Trabajador_9221,2024-12-17,58,F,,Ingeniero
9222,Trabajador_9222,2022-07-06,27,M,2024-02-26,Auxiliar
9223,Trabajador_9223,2025-02-22,46,F,,Coordinador
9224,Trabajador_9224,2023-04-19,31,M,2025-06-09,Director
9225,Trabajador_9225,2024-08-17,62,M,2024-12-27,Analista
9226,Trabajador_9226,2023-07-26,21,M,,Coordinador
9227,Trabajador_9227,2025-08-01,18,F,,Analista
9228,Trabajador_9228,2021-02-25,41,F,2022-10-03,Ingeniero
9229,Trabajador_9229,2025-06-28,33,M,,Director
9230,Trabajador_9230,2022-08-15,23,M,,Coordinador
9231,Trabajador_9231,2024-03-23,25,M,,Analista
9232,Trabajador_9232,2022-02-01,34,M,2022-12-01,Auxiliar
9233,Trabajador_9233,2022-03-03,49,M,2025-09-17,Auxiliar
9234,Trabajador_9234,2025-10-17,44,M,,Ingeniero
9235,Trabajador_9235,2024-10-14,52,M,,Coordinador
9236,Trabajador_9236,2025-06-08,20,M,,Ingeniero
9237,Trabajador_9237,2022-10-13,63,M,,Ingeniero
9238,Trabajador_9238,2025-07-23,29,F,,Auxiliar
9239,Trabajador_9239,2022-08-18,35,F,2024-09-09,Gerente
9240,Trabajador_9240,2022-10-28,43,M,2023-01-31,Auxiliar
9241,Trabajador_9241,2025-08-20,26,F,,Auxiliar
9242,Trabajador_9242,2022-10-22,47,F,,Director
9243,Trabajador_9243,2022-04-20,21,M,2025-02-09,Gerente
9244,Trabajador_9244,2024-01-05,38,M,2024-12-31,Ingeniero
9245,Trabajador_9245,2023-07-21,39,F,,Consultor
9246,Trabajador_9246,2025-10-05,39,F,,Analista
9247,Trabajador_9247,2023-04-08,49,F,2025-07-09,Gerente
9248,Trabajador_9248,2021-11-03,50,F,2023-04-16,Gerente
9249,Trabajador_9249,2022-02-27,39,F,2025-12-21,Coordinador
9250,Trabajador_9250,2024-12-05,57,F,,Analista
9251,Trabajador_9251,2024-04-17,53,M,,Coordinador
9252,Trabajador_9252,2022-06-16,49,F,,Analista
9253,Trabajador_9253,2025-09-07,43,M,,Gerente
9254,Trabajador_9254,2022-05-24,45,F,,Coordinador
9255,Trabajador_9255,2025-10-27,20,F,,Analista
9256,Trabajador_9256,2020-06-16,65,F,2023-01-04,Director
9257,Trabajador_9257,2023-06-27,19,F,,Gerente
9258,Trabajador_9258,2022-08-02,21,F,2024-11-05,Auxiliar
9259,Trabajador_9259,2024-12-13,57,F,,Director
9260,Trabajador_9260,2022-11-10,25,M,,Coordinador
9261,Trabajador_9261,2023-09-25,44,F,2025-08-13,Ingeniero
9262,Trabajador_9262,2024-01-28,47,M,2025-08-25,Consultor
9263,Trabajador_9263,2021-11-13,55,M,,Coordinador
9264,Trabajador_9264,2024-09-19,42,F,2025-02-08,Coordinador
9265,Trabajador_9265,2024-06-17,55,M,2025-07-05,Analista
9266,Trabajador_9266,2021-01-03,57,F,2022-07-19,Analista
9267,Trabajador_9267,2024-07-16,50,M,,Ingeniero
9268,Trabajador_9268,2023-03-13,51,M,2024-08-24,Auxiliar
9269,Trabajador_9269,2024-09-17,24,F,,Ingeniero
9270,Trabajador_9270,2025-05-07,65,F,,Director
9271,Trabajador_9271,2023-02-15,50,M,,Coordinador
9272,Trabajador_9272,2021-07-03,39,F,2021-11-17,Analista
9273,Trabajador_9273,2021-10-23,23,F,2025-09-06,Auxiliar
9274,Trabajador_9274,2025-12-09,24,F,,Director
9275,Trabajador_9275,2022-04-21,21,F,2025-10-22,Director
9276,Trabajador_9276,2023-12-17,53,M,,Analista
9277,Trabajador_9277,2022-06-23,60,F,2025-06-24,Coordinador
9278,Trabajador_9278,2024-05-01,36,F,,Director
9279,Trabajador_9279,2024-10-18,59,M,,Consultor
9280,Trabajador_9280,2025-12-11,36,M,,Auxiliar
9281,Trabajador_9281,2022-11-06,55,F,2024-04-29,Analista
9282,Trabajador_9282,2024-01-19,57,F,,Consultor
9283,Trabajador_9283,2025-10-24,60,M,,Ingeniero
9284,Trabajador_9284,2024-11-26,29,F,,Gerente
9285,Trabajador_9285,2022-07-28,33,M,,Analista
9286,Trabajador_9286,2023-12-15,25,M,,Director
9287,Trabajador_9287,2024-05-25,26,M,2025-11-12,Ingeniero
9288,Trabajador_9288,2024-02-28,56,F,,Consultor
9289,Trabajador_9289,2024-11-18,46,F,,Analista
9290,Trabajador_9290,2023-02-10,31,F,,Coordinador
9291,Trabajador_9291,2024-11-07,40,M,2025-10-14,Director
9292,Trabajador_9292,2021-08-11,59,F,2023-08-09,Director
9293,Trabajador_9293,2024-01-05,32,M,2024-10-02,Auxiliar
9294,Trabajador_9294,2021-01-06,47,F,2023-05-27,Gerente
9295,Trabajador_9295,2023-05-23,37,M,2025-10-31,Coordinador
9296,Trabajador_9296,2025-09-10,49,F,,Director
9297,Trabajador_9297,2025-10-17,24,F,,Ingeniero
9298,Trabajador_9298,2021-11-19,42,F,2025-02-24,Coordinador
9299,Trabajador_9299,2025-06-17,57,M,,Director
9300,Trabajador_9300,2020-11-28,19,M,2024-10-30,Director
9301,Trabajador_9301,2021-01-03,59,F,2021-07-26,Auxiliar
9302,Trabajador_9302,2025-04-04,49,F,,Analista
9303,Trabajador_9303,2024-02-10,49,F,,Coordinador
9304,Trabajador_9304,2025-10-09,52,M,,Consultor
9305,Trabajador_9305,2024-04-23,46,F,,Coordinador
9306,Trabajador_9306,2024-02-22,61,F,2025-05-30,Analista
9307,Trabajador_9307,2025-05-15,25,F,,Consultor
9308,Trabajador_9308,2024-07-02,45,F,,Ingeniero
9309,Trabajador_9309,2023-08-27,58,M,,Analista
9310,Trabajador_9310,2023-06-20,48,F,2025-09-25,Gerente
9311,Trabajador_9311,2024-01-13,56,M,2024-12-09,Auxiliar
9312,Trabajador_9312,2021-10-20,44,M,2022-06-30,Analista
9313,Trabajador_9313,2023-04-06,63,M,2025-04-09,Ingeniero
9314,Trabajador_9314,2022-10-14,49,F,2025-02-11,Auxiliar
9315,Trabajador_9315,2021-01-22,38,F,2023-12-05,Auxiliar
9316,Trabajador_9316,2021-02-08,32,F,2022-06-03,Analista
9317,Trabajador_9317,2025-05-20,36,M,,Director
9318,Trabajador_9318,2024-05-20,36,F,,Gerente
9319,Trabajador_9319,2023-06-11,40,F,2023-10-31,Coordinador
9320,Trabajador_9320,2022-04-21,25,M,2023-07-23,Ingeniero
9321,Trabajador_9321,2024-11-08,59,F,,Ingeniero
9322,Trabajador_9322,2021-08-08,58,F,2024-09-22,Ingeniero
9323,Trabajador_9323,2021-09-21,65,M,2022-03-21,Coordinador
9324,Trabajador_9324,2021-03-01,20,F,2024-02-10,Ingeniero
9325,Trabajador_9325,2024-01-21,29,F,2025-03-04,Coordinador
9326,Trabajador_9326,2025-09-02,27,F,,Analista
9327,Trabajador_9327,2020-03-19,34,M,2021-05-29,Auxiliar
9328,Trabajador_9328,2025-12-26,40,M,,Director
9329,Trabajador_9329,2025-03-06,43,M,,Ingeniero
9330,Trabajador_9330,2022-12-01,18,M,2023-10-25,Coordinador
9331,Trabajador_9331,2023-11-19,51,M,2024-01-13,Analista
9332,Trabajador_9332,2022-05-20,48,F,2024-02-08,Consultor
9333,Trabajador_9333,2021-10-15,54,F,2023-09-18,Gerente
9334,Trabajador_9334,2024-01-18,64,F,,Consultor
9335,Trabajador_9335,2022-02-14,54,F,2023-10-30,Gerente
9336,Trabajador_9336,2020-02-05,20,M,2021-08-14,Director
9337,Trabajador_9337,2024-12-12,54,M,,Ingeniero
9338,Trabajador_9338,2022-04-09,30,F,2024-04-23,Consultor
9339,Trabajador_9339,2024-07-24,42,F,,Consultor
9340,Trabajador_9340,2021-08-05,54,M,,Consultor
